row_id,Hindi,Mundari,Hindi_length,Mundari_length,character_ratio,word_ratio,category,reason
4054,उत्तरी मैदान देश के अन्न भंडार हैं।,एनेटेः को जरूड़ुः मेनाः। बोओः कुन्दुड़ि पिड़ि दिसुम रेअः बाबा चाउलि को जोगाव तेअः  तनाः।,35,88,2.5143,2.1429,REVIEW_REQUIRED,Borderline character ratio (2.51)
4108,भीतर जाकर मछली ने सारी गीली मिट्टी को अपने मुँह में दबोच लिया ओर बाहर को चल पड़ी।,रघो बोअड़ पताल तेः बोलो जन।,81,27,0.3333,0.3333,REVIEW_REQUIRED,Borderline character ratio (0.33)
4142,"तीन दिनों बाद वह मूल्य मांगने गया तब, मारो साले को कहा जा रहा था और उसे चाबुक से मारा गया और उसे धकेल के भेज दिया गया।","अपि मा लेका तयोमते गोनोङ  आसिइ सेनकेनादो,मरो सलाको,मनोःतना,अद्को हड़ंसाबड़ाकिअःअ,अद्को सोलकाकुलतअःइअ।",118,101,0.8559,0.3571,REVIEW_REQUIRED,Borderline word ratio (0.36)
4167,इससे अधिक मुझसे नहीं हो सकता।,आद् किङ् कजिऐच-“चिय होरो चेनः कोम कमि तन?” एनाते होरो मेतद् किङ् चि-क गोमके जेतव कञ् कमि तन।,29,92,3.1724,3.0,SEVERE_ANOMALY,Severe long Mundari character ratio (3.17 > 3.0)
4315,बाद में गंघ आने पर एक ने कहना शुरू किया। इसके बाद सबलोग मूर्खतापूर्ण सलाह का अनुसरण किया ऐसा उसने कहा।,एनते सोबेनको डोनडो सलहारेबु सेसेनजनाको मेनकेदा।,102,47,0.4608,0.2857,SEVERE_ANOMALY,Severe word count divergence (0.29)
4349,बहन ने जंगल में एक वृक्ष के कोटर में समाकर उसे चारों ओर से बन्द कर दिया केवल हवा घुसने के लिए एक छेद रख छोड़ा और उसी में रहने लगी ।,बउतेयाः सराप अयुम केद् चिमिसि ते बिर तेए सेनोः जना ।,131,52,0.3969,0.3438,REVIEW_REQUIRED,Borderline character ratio (0.40)
4379,दुगा के पहुंचने पर उन लोगों से पूछ रहा है- किस लिए आप लोग हंस रहे हैं ?,दुगा तेबअःजनचिइ मेनअकोतना - चेनअःपे लनदातना?,71,44,0.6197,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
4399,चट्टान की तरह आपका बक्षस्थल है,दिरिलेका कुड़मतेमा,30,18,0.6,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
4449,दुरगा-मैं कल से ही गिरजा जाना शुरू किया है।,दुरगा-होलागेङ गिरजा एटेःअकदा।,43,29,0.6744,0.3333,REVIEW_REQUIRED,Borderline word ratio (0.33)
4494,"बुकिला-सही कह रहे हैं, आप उनको पहचान गये, बिल्कुल वही है।",बुकिला-हेनेःदोम नमतत्र्प्रइत्र्प्र; इनिः उतरगे।,57,47,0.8246,0.3636,REVIEW_REQUIRED,Borderline word ratio (0.36)
4563,"नाई, रूपयों को पीठ में लादकर वहां से भाग रहा था।",नउअदो टका कुटुड.केदतेए निरजना।,48,30,0.625,0.3636,REVIEW_REQUIRED,Borderline word ratio (0.36)
4578,गीत 2,औड़ोः मोयोद् जदूगर दुरंगः-,5,26,5.2,2.0,SEVERE_ANOMALY,Severe long Mundari character ratio (5.20 > 3.0)
